Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance,Midterm_Score,Final_Score,Assignments,Quizzes_Avg,Participation,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular,Internet_Access,Parent_Education,Family_Income,Stress_Level
S11334,Rahul,Smith,student10334@univ.edu,Female,22,Physics,88.3,90.04,41.76,53.21,48.07,33.03,56.0,58.31,C,25.4,Yes,Yes,High School,Low,2
S11335,Sophia,Johnson,student10335@univ.edu,Female,18,Engineering,95.86,58.48,92.65,70.92,50.32,77.69,71.02,73.37,B,5.5,No,Yes,Master's,High,8
S11336,Sara,Johnson,student10336@univ.edu,Male,25,Physics,98.65,72.88,73.73,99.13,90.01,55.39,52.09,75.71,B,10.6,No,No,Bachelor's,Low,9
S11337,John,Singh,student10337@univ.edu,Male,20,Physics,74.06,92.81,88.88,51.08,99.23,48.0,88.77,85.21,A,7.9,No,Yes,None,Low,9
S11338,Ahmed,Brown,student10338@univ.edu,Male,25,Business,68.81,67.8,78.7,67.27,92.4,95.81,56.13,72.25,B,23.0,No,No,Master's,High,6
S11339,John,Jones,student10339@univ.edu,Female,22,CS,65.28,58.74,85.08,66.82,94.44,58.8,65.49,73.75,B,29.7,No,Yes,Master's,Low,1
S11340,Maria,Smith,student10340@univ.edu,Female,19,Engineering,77.66,80.75,72.97,60.12,70.02,35.42,85.44,74.56,B,18.0,No,Yes,PhD,Medium,10
S11341,Ava,Jones,student10341@univ.edu,Female,22,Mathematics,64.9,82.17,84.25,86.69,59.74,80.62,78.89,80.84,B,18.6,No,No,High School,Medium,10
S11342,Sophia,Jones,student10342@univ.edu,Male,18,Mathematics,85.95,74.65,83.95,99.3,83.58,60.92,73.08,82.26,B,5.7,No,No,Master's,High,8
S11343,Omar,Singh,student10343@univ.edu,Female,18,CS,66.4,52.55,94.47,88.15,48.49,64.89,60.68,73.38,B,12.4,No,No,PhD,Medium,10
S11344,Liam,Brown,student10344@univ.edu,Female,20,Engineering,84.18,72.95,87.95,58.23,69.84,71.92,96.52,79.22,B,17.9,Yes,Yes,None,Low,2
S11345,Mia,Sharma,student10345@univ.edu,Male,20,CS,73.63,56.07,51.89,98.12,76.18,51.25,87.26,67.6,C,12.2,No,Yes,Bachelor's,High,3
S11346,Ahmed,Singh,student10346@univ.edu,Female,20,Engineering,80.15,41.43,86.56,97.83,91.95,41.98,91.26,78.21,B,13.7,No,Yes,Bachelor's,High,3
S11347,Maria,Davis,student10347@univ.edu,Female,20,CS,97.45,56.45,44.92,92.65,47.0,67.9,68.8,58.75,C,23.9,Yes,Yes,High School,High,3
S11348,Arjun,Sharma,student10348@univ.edu,Male,22,Physics,89.96,82.69,43.48,92.92,67.98,45.34,64.94,66.37,C,27.6,No,Yes,None,High,7
S11349,Omar,Singh,student10349@univ.edu,Male,18,CS,60.24,84.09,90.82,62.5,89.32,41.28,50.81,78.74,B,20.1,No,No,Bachelor's,High,4
S11350,Ahmed,Johnson,student10350@univ.edu,Male,22,Business,85.85,48.26,68.19,69.27,44.58,65.54,79.26,62.67,C,10.4,Yes,Yes,High School,High,3
S11351,Sophia,Johnson,student10351@univ.edu,Female,22,Engineering,89.59,43.99,70.3,65.17,66.16,92.54,83.5,64.52,C,8.7,No,No,High School,High,10
S11352,Rahul,Brown,student10352@univ.edu,Female,19,Business,95.45,60.51,58.77,75.08,52.32,94.0,73.39,63.2,C,14.8,Yes,No,None,Low,8
S11353,Maria,Davis,student10353@univ.edu,Male,19,CS,66.84,84.15,92.41,93.48,49.69,82.61,60.21,81.4,B,6.0,Yes,No,High School,Low,10
S11354,Rahul,Brown,student10354@univ.edu,Male,18,Engineering,79.38,76.87,46.84,80.28,90.62,44.63,71.39,67.42,C,17.5,No,Yes,PhD,Medium,8
S11355,Ananya,Jones,student10355@univ.edu,Male,25,Engineering,93.25,82.43,82.31,83.95,77.07,65.62,68.48,79.99,B,17.8,Yes,Yes,Master's,High,8
S11356,Ahmed,Brown,student10356@univ.edu,Female,25,Engineering,94.15,71.38,94.21,57.13,66.47,44.02,68.25,76.27,B,24.7,Yes,Yes,High School,High,3
S11357,Lucas,Brown,student10357@univ.edu,Male,20,CS,92.99,41.74,92.44,93.59,94.3,56.37,74.85,77.48,B,9.2,Yes,Yes,PhD,Low,8
S11358,Lucas,Sharma,student10358@univ.edu,Female,18,Mathematics,75.87,46.94,87.48,79.06,48.16,91.53,54.02,67.13,C,28.2,No,Yes,None,High,10
S11359,Arjun,Williams,student10359@univ.edu,Male,19,CS,64.23,79.49,75.49,89.14,73.89,54.49,63.72,76.61,B,28.6,Yes,No,None,Medium,4
S11360,Emma,Davis,student10360@univ.edu,Female,23,Business,77.65,86.32,79.77,82.81,98.24,69.58,86.65,84.74,B,26.2,Yes,No,High School,Medium,9
S11361,Sara,Brown,student10361@univ.edu,Male,23,Mathematics,61.84,94.8,54.42,85.13,97.22,83.42,61.48,74.46,B,14.1,Yes,Yes,High School,Low,8
S11362,Ahmed,Jones,student10362@univ.edu,Female,24,Business,76.57,72.25,73.16,89.4,91.58,36.27,63.66,75.79,B,13.6,No,Yes,Master's,Low,4
S11363,Mia,Williams,student10363@univ.edu,Female,23,Physics,60.53,62.97,59.73,76.27,46.01,58.98,79.87,64.67,C,25.1,Yes,No,Master's,Low,9
S11364,Maria,Brown,student10364@univ.edu,Male,22,Business,90.66,62.27,61.42,51.87,44.96,91.07,90.29,62.88,C,5.5,No,No,Master's,High,2
S11365,Mia,Singh,student10365@univ.edu,Male,21,Physics,95.31,73.76,84.11,75.13,49.04,54.98,72.5,74.93,B,23.8,No,Yes,PhD,High,8
S11366,Lucas,Sharma,student10366@univ.edu,Female,24,Mathematics,92.51,80.78,66.22,83.19,57.73,99.15,58.41,70.38,B,23.1,No,No,PhD,High,2
S11367,Ava,Jones,student10367@univ.edu,Male,19,Business,66.2,55.45,81.19,86.46,47.47,77.5,60.19,69.02,C,29.3,Yes,No,Master's,Medium,4
S11368,Arjun,Davis,student10368@univ.edu,Female,23,Mathematics,84.12,40.19,51.47,61.48,54.83,69.0,60.28,51.81,F,15.3,No,Yes,None,Medium,1
S11369,Arjun,Patel,student10369@univ.edu,Male,22,Mathematics,66.93,76.68,71.28,81.43,98.04,57.95,60.77,75.25,B,30.0,Yes,Yes,Master's,Medium,5
S11370,Rahul,Williams,student10370@univ.edu,Female,22,Physics,62.32,84.57,48.92,83.24,68.43,88.73,86.55,70.58,B,9.3,Yes,Yes,PhD,High,3
S11371,Ahmed,Smith,student10371@univ.edu,Male,24,Engineering,86.61,51.94,49.31,54.21,46.82,79.27,99.61,58.0,C,21.9,Yes,No,PhD,High,2
S11372,Sara,Patel,student10372@univ.edu,Female,23,Engineering,88.34,83.05,88.9,63.39,76.27,45.16,76.28,80.45,B,10.2,No,Yes,PhD,Medium,2
S11373,Lucas,Jones,student10373@univ.edu,Male,19,Business,62.56,44.86,93.7,50.3,81.41,92.11,69.69,70.15,B,22.7,No,Yes,PhD,Low,2
S11374,Liam,Williams,student10374@univ.edu,Female,18,Mathematics,73.96,69.09,91.46,52.12,56.03,37.42,74.8,73.92,B,24.3,Yes,No,PhD,Low,6
S11375,Mia,Sharma,student10375@univ.edu,Male,24,Mathematics,99.06,48.55,42.42,56.92,98.13,52.41,63.36,54.84,F,23.4,No,Yes,High School,High,3
S11376,Ananya,Singh,student10376@univ.edu,Female,22,Physics,64.83,59.2,47.96,98.72,57.11,48.84,81.72,64.36,C,5.4,No,No,Bachelor's,Medium,6
S11377,Noah,Johnson,student10377@univ.edu,Female,22,Engineering,86.14,64.96,50.13,74.32,99.94,88.72,98.71,69.73,C,28.2,Yes,Yes,None,High,2
S11378,Ava,Williams,student10378@univ.edu,Female,22,Engineering,92.82,58.41,80.15,69.58,65.77,91.14,60.26,68.71,C,12.4,No,Yes,High School,Low,4
S11379,Omar,Jones,student10379@univ.edu,Female,24,Mathematics,97.22,78.48,43.57,56.08,74.77,85.91,89.64,64.2,C,15.6,Yes,No,None,Low,8
S11380,Mia,Jones,student10380@univ.edu,Female,20,Physics,70.34,83.32,91.92,72.21,48.24,72.68,53.58,76.69,B,20.3,No,No,None,Low,5
S11381,Maria,Jones,student10381@univ.edu,Male,23,Physics,66.92,68.38,74.4,72.34,89.64,56.23,57.75,71.61,B,16.6,No,No,High School,High,5
S11382,Sara,Johnson,student10382@univ.edu,Male,21,Physics,98.54,88.41,57.11,62.14,69.0,75.86,96.34,72.76,B,20.3,No,No,Master's,High,2
S11383,Liam,Singh,student10383@univ.edu,Male,24,Engineering,93.44,78.28,45.58,94.59,51.97,55.67,92.01,68.71,C,29.5,Yes,No,PhD,Low,3
S11384,Sophia,Patel,student10384@univ.edu,Male,21,Mathematics,72.42,61.08,66.71,74.9,85.02,87.2,99.55,73.29,B,25.1,No,Yes,None,Medium,2
S11385,Sara,Singh,student10385@univ.edu,Male,19,Physics,71.99,59.7,73.99,84.33,45.4,54.06,60.13,67.03,C,17.7,No,Yes,PhD,High,6
S11386,Omar,Davis,student10386@univ.edu,Male,23,CS,66.75,71.94,65.7,70.2,78.94,59.14,69.96,69.9,C,21.3,Yes,Yes,Bachelor's,Low,5
S11387,Ahmed,Davis,student10387@univ.edu,Female,22,Engineering,62.29,63.79,50.75,51.93,42.08,41.73,71.7,56.46,C,19.2,No,No,High School,Low,10
S11388,Ahmed,Singh,student10388@univ.edu,Female,24,Physics,91.84,73.42,68.6,51.82,57.87,78.46,63.53,65.45,C,19.9,Yes,No,None,Medium,9
S11389,Sara,Davis,student10389@univ.edu,Female,19,Physics,84.16,56.78,71.44,55.7,83.62,31.58,51.77,63.68,C,26.8,No,No,High School,High,8
S11390,Rahul,Brown,student10390@univ.edu,Female,21,Physics,83.21,48.96,73.09,68.49,56.19,86.79,73.87,64.79,C,12.3,No,No,Bachelor's,Low,9
S11391,Lucas,Jones,student10391@univ.edu,Female,22,Physics,97.75,49.08,47.81,54.87,47.47,47.69,84.93,54.72,F,21.8,No,No,High School,High,7
S11392,Omar,Sharma,student10392@univ.edu,Male,19,Engineering,90.54,71.66,67.09,71.59,92.48,54.05,94.58,75.57,B,11.9,No,Yes,High School,Medium,3
S11393,Sara,Jones,student10393@univ.edu,Female,20,Physics,66.29,54.03,67.45,96.29,50.64,70.59,60.89,65.76,C,21.9,No,No,Bachelor's,Medium,1
S11394,John,Sharma,student10394@univ.edu,Female,18,Physics,78.6,80.34,87.09,66.74,96.29,62.79,96.83,84.73,B,10.8,No,Yes,PhD,Medium,7
S11395,Sophia,Sharma,student10395@univ.edu,Female,25,Mathematics,95.88,58.35,81.29,98.41,94.73,62.46,67.25,77.36,B,20.3,No,Yes,None,Medium,7
S11396,John,Davis,student10396@univ.edu,Male,22,Mathematics,88.23,69.71,86.67,52.91,75.98,66.77,51.97,71.09,B,5.3,No,No,Bachelor's,High,8
S11397,Rahul,Singh,student10397@univ.edu,Male,24,Physics,84.25,46.49,82.27,97.46,50.64,85.9,79.57,72.04,B,16.2,Yes,Yes,None,High,1
S11398,Rahul,Brown,student10398@univ.edu,Male,22,Physics,86.01,84.13,93.39,83.02,84.82,72.53,78.25,86.39,A,6.6,Yes,Yes,None,High,10
S11399,Emma,Singh,student10399@univ.edu,Female,20,Business,66.2,60.86,75.72,53.79,72.66,30.92,88.3,70.3,B,21.7,Yes,Yes,High School,Low,2
S11400,Liam,Johnson,student10400@univ.edu,Male,24,Business,80.83,71.41,91.3,95.33,87.57,53.54,55.36,81.17,B,13.0,No,Yes,PhD,Low,7
S11401,Mia,Sharma,student10401@univ.edu,Male,22,Engineering,90.08,73.61,78.81,55.27,49.51,76.5,68.59,69.52,C,14.2,Yes,No,Bachelor's,High,8
S11402,Mia,Sharma,student10402@univ.edu,Male,19,Engineering,75.71,83.78,78.45,55.3,60.66,77.17,98.81,77.59,B,27.8,Yes,Yes,Master's,Medium,4
S11403,John,Williams,student10403@univ.edu,Male,24,Business,69.93,43.63,71.53,70.31,51.0,75.62,58.02,60.29,C,13.8,No,No,Master's,Medium,5
S11404,Maria,Johnson,student10404@univ.edu,Female,18,Mathematics,91.78,77.64,73.39,96.54,47.52,78.37,55.87,72.71,B,8.4,Yes,No,PhD,Medium,6
S11405,Liam,Patel,student10405@univ.edu,Male,25,Mathematics,80.26,41.33,67.55,50.47,76.14,51.84,54.16,57.28,C,24.5,Yes,No,High School,Low,7
S11406,Noah,Williams,student10406@univ.edu,Female,25,Mathematics,75.6,64.42,60.6,54.18,67.6,76.58,95.17,66.48,C,24.1,Yes,No,High School,High,8
S11407,Rahul,Smith,student10407@univ.edu,Female,20,Engineering,63.17,49.12,42.47,55.97,68.83,45.38,82.4,54.78,F,5.8,Yes,Yes,None,High,4
S11408,Mia,Davis,student10408@univ.edu,Female,25,CS,94.29,77.27,93.3,97.64,81.58,41.06,61.1,83.94,B,11.9,No,No,Bachelor's,High,2
S11409,Sophia,Brown,student10409@univ.edu,Male,19,Business,77.07,71.4,77.54,53.78,76.63,34.14,91.35,74.42,B,6.0,Yes,No,Master's,Low,4
S11410,Ahmed,Sharma,student10410@univ.edu,Male,18,Physics,75.6,63.1,71.37,54.77,95.99,56.82,69.81,69.04,C,11.1,Yes,No,None,Low,1
S11411,Ahmed,Patel,student10411@univ.edu,Female,22,Physics,91.23,40.43,45.84,73.54,98.1,32.49,53.1,54.96,F,22.9,No,Yes,High School,High,1
S11412,Liam,Brown,student10412@univ.edu,Male,20,Physics,89.42,89.33,71.71,70.18,67.06,60.21,98.68,79.47,B,14.5,Yes,Yes,Bachelor's,Low,2
S11413,Ahmed,Davis,student10413@univ.edu,Male,18,Physics,63.84,55.93,92.8,71.41,58.96,51.75,50.45,70.64,B,20.8,Yes,Yes,None,High,3
S11414,Rahul,Patel,student10414@univ.edu,Female,18,Physics,88.97,59.41,88.0,87.14,76.05,79.27,88.47,79.6,B,18.2,No,Yes,Bachelor's,Medium,5
S11415,Sara,Davis,student10415@univ.edu,Male,25,Business,75.91,46.91,62.27,77.5,96.87,40.84,87.85,68.01,C,11.0,Yes,No,Bachelor's,Medium,10
S11416,Mia,Brown,student10416@univ.edu,Male,22,Engineering,98.28,72.71,63.8,67.34,52.12,80.01,81.8,68.09,C,27.3,Yes,Yes,PhD,Low,4
S11417,Ahmed,Williams,student10417@univ.edu,Male,20,CS,83.89,49.34,77.56,93.94,99.43,77.95,64.48,73.19,B,19.1,No,Yes,PhD,Low,7
S11418,Emma,Davis,student10418@univ.edu,Male,22,Engineering,80.6,68.16,44.32,59.73,71.45,85.87,59.09,57.52,C,9.1,Yes,Yes,PhD,Medium,8
S11419,Omar,Smith,student10419@univ.edu,Female,23,Business,90.39,77.98,66.68,52.52,68.36,88.44,50.53,65.13,C,7.6,Yes,Yes,None,Low,1
S11420,Noah,Johnson,student10420@univ.edu,Male,21,CS,92.37,68.88,76.42,87.25,58.01,50.85,63.2,72.34,B,9.2,No,Yes,Master's,Medium,9
S11421,Rahul,Patel,student10421@univ.edu,Male,20,Physics,72.19,92.41,44.73,62.03,59.08,40.77,53.87,62.05,C,9.0,Yes,No,PhD,High,9
S11422,Noah,Sharma,student10422@univ.edu,Female,21,CS,81.11,72.82,51.84,75.19,40.37,72.14,50.07,59.17,C,21.1,No,No,None,High,8
S11423,Liam,Jones,student10423@univ.edu,Male,24,Business,79.33,46.01,44.86,50.34,73.1,86.46,92.83,55.99,C,19.2,Yes,Yes,None,Medium,2
S11424,Sophia,Jones,student10424@univ.edu,Female,24,Mathematics,95.49,87.41,78.4,68.15,89.63,57.42,70.16,79.0,B,22.0,Yes,Yes,High School,Medium,1
S11425,Maria,Smith,student10425@univ.edu,Male,24,Physics,97.12,67.5,49.75,57.12,58.13,62.04,64.88,58.4,C,22.8,Yes,Yes,Bachelor's,Medium,7
S11426,Arjun,Williams,student10426@univ.edu,Male,23,Physics,81.71,62.37,51.74,80.27,80.45,84.89,99.54,68.72,C,10.8,Yes,Yes,Master's,Medium,5
S11427,Mia,Sharma,student10427@univ.edu,Female,18,Physics,60.6,67.52,90.82,62.44,85.35,52.37,69.56,77.0,B,28.7,Yes,Yes,PhD,Low,7
S11428,John,Davis,student10428@univ.edu,Female,18,CS,78.44,79.89,70.24,88.2,59.04,91.38,77.45,75.31,B,12.7,Yes,Yes,High School,Medium,5
S11429,John,Davis,student10429@univ.edu,Male,22,Mathematics,61.53,40.73,59.44,60.79,43.16,68.7,99.44,59.34,C,15.6,Yes,No,PhD,High,6
S11430,Mia,Jones,student10430@univ.edu,Female,23,Business,82.08,52.09,51.27,66.42,90.1,97.24,86.99,62.99,C,5.5,Yes,No,Master's,High,10
S11431,Sophia,Jones,student10431@univ.edu,Female,25,Engineering,77.54,63.14,91.44,87.28,82.86,69.53,82.29,81.51,B,22.5,No,No,Bachelor's,Medium,9
S11432,John,Singh,student10432@univ.edu,Male,23,CS,82.1,86.47,42.03,97.07,86.42,67.03,93.02,73.48,B,25.7,Yes,No,None,Low,9
S11433,Emma,Jones,student10433@univ.edu,Female,23,CS,76.78,86.19,50.36,73.46,53.94,38.71,94.73,69.8,C,14.2,No,No,None,Low,4
S11434,Sophia,Singh,student10434@univ.edu,Male,18,Engineering,87.38,60.63,69.93,67.4,84.56,85.05,71.53,68.93,C,26.5,No,No,Master's,Low,6
S11435,Liam,Williams,student10435@univ.edu,Male,24,Mathematics,74.21,81.94,75.75,72.8,93.34,70.06,92.01,81.05,B,23.3,Yes,Yes,Bachelor's,Medium,8
S11436,Ananya,Williams,student10436@univ.edu,Female,22,Mathematics,81.3,57.95,92.31,52.84,93.67,65.45,87.44,77.21,B,13.4,No,Yes,None,Low,1
S11437,Maria,Johnson,student10437@univ.edu,Male,18,Physics,75.37,50.49,92.49,52.16,63.21,53.43,90.65,72.74,B,17.5,No,No,Bachelor's,Medium,7
S11438,Lucas,Davis,student10438@univ.edu,Female,23,Mathematics,66.76,68.0,52.98,50.86,72.67,55.23,61.94,59.73,C,9.3,No,No,None,Low,3
S11439,Maria,Smith,student10439@univ.edu,Female,18,Physics,78.15,87.83,81.7,50.23,83.87,35.09,77.4,78.08,B,24.5,No,No,PhD,High,4
S11440,Rahul,Singh,student10440@univ.edu,Male,21,Engineering,78.13,60.72,91.67,51.46,46.36,90.92,94.31,73.77,B,14.3,No,No,Bachelor's,High,7
S11441,Ahmed,Johnson,student10441@univ.edu,Female,18,Engineering,81.61,49.04,88.64,73.45,73.85,38.26,80.74,73.8,B,22.4,Yes,Yes,None,Low,4
S11442,Noah,Johnson,student10442@univ.edu,Female,20,Business,71.79,89.29,51.21,94.87,82.2,88.16,84.95,75.44,B,15.7,No,Yes,Bachelor's,Medium,1
S11443,Ananya,Jones,student10443@univ.edu,Female,19,CS,73.26,80.37,56.4,53.09,54.82,82.87,89.66,66.73,C,11.9,Yes,No,High School,High,6
S11444,Arjun,Jones,student10444@univ.edu,Male,25,CS,73.12,70.21,54.41,80.31,56.92,38.46,57.74,63.0,C,11.3,No,Yes,None,High,4
S11445,Lucas,Williams,student10445@univ.edu,Male,19,Business,66.72,93.59,76.21,58.96,65.43,48.84,84.23,78.09,B,26.7,Yes,Yes,Master's,Medium,5
S11446,Liam,Johnson,student10446@univ.edu,Female,24,Business,76.03,63.59,61.92,72.46,42.15,71.48,97.6,67.29,C,24.6,No,No,Bachelor's,Low,2
S11447,Ananya,Sharma,student10447@univ.edu,Male,22,Business,94.46,52.6,73.39,94.65,44.12,91.41,53.23,65.43,C,29.6,Yes,No,High School,Medium,2
S11448,Ahmed,Davis,student10448@univ.edu,Male,20,CS,63.36,60.24,43.01,52.84,91.98,34.45,89.63,60.68,C,27.7,Yes,No,PhD,Medium,1
S11449,Noah,Davis,student10449@univ.edu,Female,24,Engineering,97.4,87.52,92.53,52.59,99.8,31.43,58.33,80.88,B,7.0,Yes,No,PhD,Low,2
S11450,Liam,Patel,student10450@univ.edu,Male,18,Physics,89.76,44.79,56.1,81.9,69.88,39.54,76.08,61.52,C,13.5,No,Yes,None,Medium,7
S11451,Rahul,Williams,student10451@univ.edu,Female,23,Physics,83.44,69.62,94.42,93.18,40.22,42.32,95.66,82.8,B,18.5,Yes,Yes,None,Low,10
S11452,Arjun,Singh,student10452@univ.edu,Female,25,Business,90.38,67.69,83.22,56.64,84.27,90.87,63.28,72.46,B,14.2,Yes,Yes,High School,Low,1
S11453,Lucas,Sharma,student10453@univ.edu,Male,19,Engineering,83.62,87.75,89.93,76.72,79.48,91.1,61.56,82.1,B,25.6,No,No,Master's,Low,7
S11454,Sophia,Williams,student10454@univ.edu,Female,18,Engineering,70.47,71.96,91.41,75.57,45.6,92.71,79.25,77.77,B,6.8,No,Yes,Master's,Low,10
S11455,Maria,Brown,student10455@univ.edu,Female,19,CS,60.42,54.37,46.62,81.42,75.8,88.86,75.67,61.05,C,11.3,Yes,Yes,None,High,9
S11456,Maria,Singh,student10456@univ.edu,Female,22,CS,62.01,40.58,90.92,57.23,69.95,85.63,96.43,72.01,B,10.0,Yes,Yes,PhD,Low,8
S11457,Maria,Johnson,student10457@univ.edu,Male,18,Engineering,69.28,49.89,48.74,72.75,78.15,79.44,66.36,58.21,C,20.6,Yes,Yes,Master's,Medium,4
S11458,Ananya,Brown,student10458@univ.edu,Male,24,Engineering,60.09,88.86,87.84,77.2,54.6,98.06,90.53,83.58,B,5.4,No,Yes,Bachelor's,High,6
S11459,John,Patel,student10459@univ.edu,Male,18,CS,78.79,45.61,47.27,50.07,81.26,47.68,65.24,53.37,F,6.2,No,Yes,PhD,Low,4
S11460,Liam,Jones,student10460@univ.edu,Male,24,CS,60.32,83.6,76.38,69.12,44.19,84.31,96.32,76.87,B,18.2,Yes,Yes,PhD,Medium,9
S11461,Sophia,Davis,student10461@univ.edu,Female,20,Physics,65.56,75.89,43.93,58.28,68.24,47.43,96.51,64.39,C,25.2,No,Yes,Master's,High,3
S11462,John,Sharma,student10462@univ.edu,Male,21,Business,71.07,93.01,60.81,78.42,73.84,75.47,62.18,73.01,B,28.1,No,No,Bachelor's,Low,7
S11463,Liam,Sharma,student10463@univ.edu,Male,18,CS,70.63,76.57,82.12,94.08,67.42,79.82,54.27,76.88,B,24.5,No,Yes,Bachelor's,Medium,6
S11464,Emma,Johnson,student10464@univ.edu,Male,22,Business,90.23,62.58,57.24,69.01,45.43,74.65,95.65,64.92,C,21.6,No,No,High School,Low,7
S11465,Sophia,Sharma,student10465@univ.edu,Female,18,CS,83.22,94.49,69.8,67.29,82.28,66.5,98.6,81.16,B,27.4,Yes,Yes,High School,Medium,7
S11466,Liam,Sharma,student10466@univ.edu,Male,19,Mathematics,97.87,40.06,58.38,81.36,58.5,75.95,85.75,61.36,C,20.6,No,No,Bachelor's,Low,1
S11467,Maria,Johnson,student10467@univ.edu,Male,21,Business,78.33,78.32,82.92,84.8,88.72,96.31,55.13,78.46,B,27.7,Yes,No,PhD,High,1
S11468,Ahmed,Singh,student10468@univ.edu,Female,18,Mathematics,70.94,71.01,91.83,81.0,45.05,64.95,94.72,80.76,B,15.3,Yes,No,None,Medium,4
S11469,Liam,Johnson,student10469@univ.edu,Male,23,Mathematics,93.92,83.68,89.85,63.15,69.79,53.46,76.71,80.33,B,5.5,Yes,No,Master's,Medium,2
S11470,Maria,Sharma,student10470@univ.edu,Female,22,Physics,69.67,93.57,73.17,58.67,70.5,78.86,80.19,76.88,B,17.5,Yes,No,Bachelor's,Medium,5
S11471,Noah,Williams,student10471@univ.edu,Male,19,Business,86.96,49.18,64.1,87.51,74.77,93.44,72.19,66.16,C,8.3,No,Yes,Master's,Medium,7
S11472,Liam,Smith,student10472@univ.edu,Female,22,Business,61.95,66.26,64.07,62.83,75.43,47.51,60.82,65.08,C,20.6,Yes,No,PhD,Low,2
S11473,John,Johnson,student10473@univ.edu,Female,20,Mathematics,97.8,51.15,50.06,75.97,47.17,50.59,99.54,61.35,C,26.0,Yes,Yes,PhD,Low,4
S11474,Liam,Johnson,student10474@univ.edu,Female,18,Mathematics,88.24,41.43,54.58,78.48,82.62,76.79,59.27,58.38,C,16.7,Yes,No,Master's,Low,5
S11475,Liam,Sharma,student10475@univ.edu,Male,25,Engineering,67.94,90.8,70.66,69.51,95.08,93.28,75.21,78.65,B,22.2,No,Yes,PhD,Low,5
S11476,John,Williams,student10476@univ.edu,Male,19,Business,72.75,56.92,70.23,92.33,75.83,62.13,83.21,72.72,B,25.3,Yes,Yes,None,Low,8
S11477,Liam,Brown,student10477@univ.edu,Male,25,Physics,91.49,60.38,91.46,50.79,67.05,93.53,84.8,74.15,B,22.6,Yes,No,Bachelor's,Low,4
S11478,Emma,Jones,student10478@univ.edu,Female,18,Mathematics,66.26,72.01,93.18,60.58,59.63,57.2,67.99,75.86,B,20.7,Yes,No,Master's,Low,3
S11479,Mia,Brown,student10479@univ.edu,Male,23,CS,69.38,67.81,62.01,82.22,54.52,68.72,87.02,69.49,C,22.3,No,Yes,Master's,High,9
S11480,Mia,Williams,student10480@univ.edu,Female,23,CS,93.37,92.59,86.97,96.91,41.05,74.03,63.39,81.74,B,25.2,No,No,Bachelor's,Low,7
S11481,Omar,Jones,student10481@univ.edu,Female,23,Engineering,92.76,42.63,72.76,92.54,75.24,59.79,53.84,65.6,C,23.3,Yes,Yes,Master's,Medium,10
S11482,Ahmed,Patel,student10482@univ.edu,Female,24,Engineering,62.99,72.89,90.47,70.96,86.21,85.99,50.52,76.73,B,27.9,Yes,No,Bachelor's,High,2
S11483,Emma,Brown,student10483@univ.edu,Male,22,Mathematics,67.55,55.55,87.89,84.33,62.31,36.15,69.31,73.93,B,29.2,No,Yes,PhD,High,9
S11484,Emma,Williams,student10484@univ.edu,Female,24,Engineering,64.18,86.54,57.89,82.73,77.89,52.79,52.71,70.0,B,8.7,Yes,Yes,Bachelor's,Low,8
S11485,Sara,Patel,student10485@univ.edu,Male,24,Mathematics,82.63,92.19,90.92,55.67,92.51,46.37,95.49,86.79,A,24.0,No,Yes,Bachelor's,Low,8
S11486,Noah,Brown,student10486@univ.edu,Male,18,Engineering,98.45,64.3,80.24,86.76,69.77,98.22,62.18,73.48,B,29.7,No,Yes,Bachelor's,Low,5
S11487,Liam,Brown,student10487@univ.edu,Female,23,Mathematics,92.48,73.89,44.16,62.97,90.48,80.97,98.13,67.14,C,14.9,Yes,No,PhD,Medium,2
S11488,Arjun,Johnson,student10488@univ.edu,Female,25,Engineering,95.78,87.4,93.14,63.62,69.67,35.67,79.55,82.89,B,23.3,No,No,High School,Medium,8
S11489,Liam,Williams,student10489@univ.edu,Male,22,Physics,69.52,49.33,75.17,69.66,65.59,62.98,75.57,66.99,C,9.9,Yes,Yes,High School,Low,1
S11490,Ananya,Brown,student10490@univ.edu,Female,18,Business,83.11,43.8,46.24,85.58,83.89,48.64,59.23,57.24,C,6.3,Yes,No,PhD,High,2
S11491,Noah,Johnson,student10491@univ.edu,Male,23,Physics,76.76,68.0,89.47,50.12,64.35,59.35,94.33,76.42,B,9.9,No,No,High School,Medium,8
S11492,Noah,Johnson,student10492@univ.edu,Female,23,Business,62.65,60.99,73.68,92.91,56.14,47.59,66.3,70.53,B,8.0,No,Yes,PhD,Low,5
S11493,Ananya,Jones,student10493@univ.edu,Female,21,Mathematics,99.09,69.73,54.97,68.09,91.96,77.16,77.66,67.73,C,23.1,No,No,PhD,High,3
S11494,Maria,Brown,student10494@univ.edu,Female,18,Mathematics,90.23,50.68,48.73,98.33,51.14,62.53,99.14,64.46,C,15.4,Yes,Yes,High School,High,3
S11495,Sophia,Sharma,student10495@univ.edu,Male,18,Mathematics,80.59,83.91,58.72,71.55,59.93,50.12,73.59,69.29,C,23.6,No,Yes,PhD,Low,7
S11496,Noah,Patel,student10496@univ.edu,Female,25,Physics,94.69,65.86,57.66,95.58,60.16,84.25,87.43,70.11,B,6.2,No,No,Bachelor's,Medium,6
